NO,KODE,Nama Prodi,JENJANG,DAYA TAMPUNG 2025,PEMINAT 2024,JENIS PORTOFOLIO,KAB / KOTA,Universitas,PROVINSI-1,PROVINSI-2,SITUS_WEB,Kelompok,Rasio Peminat,Kategori,Gaji Minimal,Gaji Maksimal,Prospek Kerja 1,Prospek Kerja 2,Prospek Kerja 3,Prospek Kerja 4,Hasil,Bidang Ilmu
6,17121006,FISIKA,Sarjana,26,36,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Fisika & Sains Dasar,"2,12",Sepi Peminat,Rp3.800.000,Rp8.000.000,Peneliti,Data Analyst,,,Cukup Potensial,Saintek
31,17121036,FISIOTERAPI,Sarjana,37,242,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Kesehatan & Rehabilitasi,"8,95",Sedang,Rp3.500.000,Rp6.000.000,Terapis,Staf Rehabilitasi Medis,Konsultan Alat Bantu Medis,,Sangat Potensial,Saintek
9,17121009,GEOGRAFI,Sarjana,31,81,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Geografi & Lingkungan,"4,65",Sepi Peminat,Rp4.000.000,Rp6.500.000,Staf GIS,Perencana Tata Ruang,Konsultan Mitigasi Bencana,,Sangat Potensial,Soshum
29,17121029,GIZI,Sarjana,77,708,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Gizi & Kesehatan,"18,35",Ramai Peminat,Rp4.000.000,Rp7.000.000,Ahli Gizi,Nutrisionis,Konsultan Diet,,Sangat Potensial,Saintek
75,17121093,HUKUM BISNIS,Sarjana,36,283,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Hukum & Bisnis,"2,41",Sepi Peminat,Rp4.500.000,Rp12.000.000,Konsultan Hukum,Legal Officer,Notaris,Hakim,Sangat Prospektif,Soshum
71,17121077,ILMU ADMINISTRASI BISNIS,Sarjana,36,594,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Administrasi Bisnis & Manajemen,"14,07",Sedang,Rp4.000.000,Rp7.000.000,Staf Administrasi Bisnis,Sales Analyst,,,Cukup Potensial,Saintek
15,17121015,ILMU KEOLAHRAGAAN,Sarjana,29,87,Olahraga,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Olahraga & Kesehatan,"2,55",Sepi Peminat,Rp4.000.000,Rp10.000.000,Fisioterapis,Pelatih Kebugaran,Terapis Rehabilitasi,Guru Olahraga,Sangat Prospektif,Soshum
81,17121100,KEDOKTERAN,Sarjana,10,,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Kedokteran,"22,63",Ramai Peminat,Rp8.000.000,Rp15.000.000,Dokter Umum,Dokter Spesialis,Tenaga Kesehatan,,Sangat Potensial,Saintek
73,17121079,KEWIRAUSAHAAN,Sarjana,56,194,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Kewirausahaan & Bisnis,"6,34",Sepi Peminat,Rp3.500.000,Rp7.000.000,Wirausaha,Business Development,Marketing,,Sangat Potensial,Saintek
7,17121007,KIMIA,Sarjana,26,82,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Kimia & Sains Dasar,"4,01",Sepi Peminat,Rp4.500.000,Rp12.000.000,Analis Kimia,Peneliti Sains,Quality Control Industri,Profesor,Sangat Prospektif,Saintek
49,17121054,MANAJEMEN,Sarjana,102,1617,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Manajemen & Bisnis,"15,97",Sedang,Rp4.000.000,Rp7.000.000,Manajemen,Analis Bisnis,Konsultan Manajemen,,Sangat Potensial,Soshum
5,17121005,MATEMATIKA,Sarjana,31,93,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Matematika & Sains Dasar,"4,11",Sepi Peminat,Rp3.500.000,Rp6.000.000,Analis Data,Peneliti,Dosen,Data Scientist,Sangat Prospektif,Soshum
83,17122031,MESIN OTOMOTIF,Sarjana Terapan,22,47,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Teknik Otomotif & Mesin,"2,55",Sepi Peminat,Rp4.000.000,Rp12.000.000,Teknisi Otomotif,Mekanik Profesional,Supervisor Produksi,Konsultan Teknik Otomotif,Sangat Prospektif,Saintek
64,17121069,P. GURU SEK DASAR BILINGUAL (KAMP MAKASSAR),Sarjana,32,121,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
66,17121071,PEND. ADMINISTRASI PERKANTORAN,Sarjana,36,413,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Administrasi & Sekretaris,"13,89",Sedang,Rp3.000.000,Rp5.500.000,Sekretaris Perusahaan,Administrator Pendidikan,Staf HRD,,Sangat Potensial,Soshum
67,17121073,PEND. AKUNTANSI,Sarjana,36,102,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Ekonomi & Akuntansi,"6,09",Sepi Peminat,Rp3.500.000,Rp6.500.000,Guru Ekonomi,Akuntan,Aktuaris,,Sangat Potensial,Soshum
20,17121020,PEND. BIOLOGI KLS INTERNASIONAL (BILINGUAL),Sarjana,11,29,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Sains & Biologi,"5,40",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Biologi,Asisten Laboratorium Pendidikan,,,Cukup Potensial,Soshum
21,17121021,PEND. FISIKA KLS INTERNASIONAL (BILINGUAL),Sarjana,11,17,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Fisika & IPA,"2,53",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru IPA,Pengembang Konten Edukasi,Peneliti Fisika,,Sangat Potensial,Saintek
59,17121064,PEND. GEOGRAFI KLS INTERNAS. (BILINGUAL),Sarjana,11,24,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Geografi & Lingkungan,"4,48",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Geografi,Pengelola Lingkungan,Staf Edukasi Lingkungan,,Sangat Potensial,Soshum
52,17121057,PEND. GURU SEK. DASAR (KAMPUS MAKASSAR),Sarjana,90,1273,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
55,17121060,PEND. GURU SEK. DASAR (KAMPUS PARE-PARE),Sarjana,45,246,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
54,17121059,PEND. GURU SEKOLAH DASAR (KAMPUS BONE),Sarjana,57,293,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
17,17121017,PEND. KIMIA KLS INTERNASIONAL (BILINGUAL),Sarjana,11,24,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Kimia & IPA,"2,99",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru Kimia,Analis Kimia,Peneliti Kimia,Profesi Laboratorium,Sangat Prospektif,Soshum
18,17121018,PEND. MATEMATIKA KLS INTERNAS. (BILINGUAL),Sarjana,11,34,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Matematika & IPA,"5,57",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Matematika,Pengembang Kurikulum Sains,Asisten Peneliti,,Sangat Potensial,Saintek
11,17121011,PEND. TEKNIK ELEKTRONIKA,Sarjana,22,44,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Teknik Elektro,"2,78",Sepi Peminat,Rp4.000.000,Rp12.000.000,Guru Teknik Elektro,Teknisi Listrik Industri,Konsultan Teknik Listrik,Manajer Proyek Kelistrikan,Sangat Prospektif,Soshum
13,17121013,PEND. TEKNIK OTOMOTIF,Sarjana,33,87,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Teknik Otomotif,"4,71",Sepi Peminat,Rp4.000.000,Rp7.000.000,Guru Otomotif,Teknisi Otomotif,,,Cukup Potensial,Soshum
47,17121052,PENDIDIKAAN SOSIOLOGI,Sarjana,28,203,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Sosial & Budaya,"7,01",Sedang,Rp3.000.000,Rp5.500.000,Guru IPS,Peneliti Sosial Budaya,,,Cukup Potensial,Soshum
68,17121074,PENDIDIKAN ANTROPOLOGI,Sarjana,28,65,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Sosial & Budaya,"7,01",Sedang,Rp3.000.000,Rp5.500.000,Guru IPS,Peneliti Sosial Budaya,,,Cukup Potensial,Soshum
70,17121076,PENDIDIKAN BAHASA ARAB,Sarjana,36,185,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Bahasa Arab,"7,15",Sedang,Rp3.000.000,Rp5.500.000,Guru Bahasa Arab,Pengajar Pesantren,Penerjemah  ,,Sangat Potensial,Soshum
69,17121075,PENDIDIKAN BAHASA DAN SASTRA DAERAH,Sarjana,26,67,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Bahasa Daerah,"2,58",Sepi Peminat,Rp3.500.000,Rp7.000.000,Guru Bahasa Daerah,Penulis Buku Bahasa,Penerjemah Lokal,,Sangat Potensial,Soshum
41,17121046,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,80,474,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Bahasa  & Sastra Indonesia,"7,84",Sedang,Rp3.000.000,Rp5.500.000,Guru Bahasa Indonesia,Penulis,,,Cukup Potensial,Soshum
42,17121047,PENDIDIKAN BAHASA INGGRIS,Sarjana,91,441,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Bahasa Inggris,"6,87",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Bahasa Inggris,Penerjemah,Penulis,Tour Guide,Sangat Prospektif,Soshum
45,17121050,PENDIDIKAN BAHASA JERMAN,Sarjana,37,23,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Bahasa Jerman,"2,23",Sepi Peminat,Rp3.800.000,Rp8.000.000,Guru Bahasa Jerman,Penerjemah,Dosen Bahasa Asing,Tour Guide,Sangat Prospektif,Soshum
72,17121078,PENDIDIKAN BAHASA MANDARIN,Sarjana,32,47,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Bahasa Mandarin,"3,24",Sepi Peminat,Rp4.000.000,Rp9.000.000,Guru Bahasa Mandarin,Penerjemah Mandarin,Tour Guide Mandarin,Dosen Bahasa Asing,Sangat Prospektif,Soshum
4,17121004,PENDIDIKAN BIOLOGI,Sarjana,46,245,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Sains & Biologi,"5,40",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Biologi,Asisten Laboratorium Pendidikan,,,Cukup Potensial,Soshum
58,17121063,PENDIDIKAN EKONOMI,Sarjana,56,194,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Ekonomi & Studi Pembangunan,"5,84",Sepi Peminat,Rp4.000.000,Rp8.000.000,Ekonom,Analis Kebijakan Publik,Staf Perencanaan Pembangunan,,Sangat Potensial,Soshum
2,17121002,PENDIDIKAN FISIKA,Sarjana,29,85,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Fisika & IPA,"2,53",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru IPA,Pengembang Konten Edukasi,Peneliti Fisika,,Sangat Potensial,Saintek
32,17121037,PENDIDIKAN GEOGRAFI,Sarjana,41,164,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Geografi & Lingkungan,"4,48",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Geografi,Pengelola Lingkungan,Staf Edukasi Lingkungan,,Sangat Potensial,Soshum
53,17121058,PENDIDIKAN GURU PAUD,Sarjana,43,251,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Guru & PAUD,"10,72",Sedang,Rp3.000.000,Rp5.000.000,Guru PAUD,Pengelola TK,Konsultan Pendidikan Anak Usia Dini,,Sangat Potensial,Soshum
23,17121023,PENDIDIKAN IPA,Sarjana,31,118,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan IPA & Sains,"4,44",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru IPA,Asisten Laboratorium Sekolah,Trainer Sains,,Sangat Potensial,Soshum
24,17121024,PENDIDIKAN IPA KLS INTERNASIONAL (BILINGUAL),Sarjana,11,20,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan IPA & Sains,"4,44",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru IPA,Asisten Laboratorium Sekolah,Trainer Sains,,Sangat Potensial,Soshum
56,17121061,PENDIDIKAN IPS,Sarjana,28,113,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan IPS & Sosial,"5,78",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru IPS,Analis Sosial,,,Cukup Potensial,Soshum
34,17121039,"PENDIDIKAN JASMANI, KESEHATAN &amp; REKREASI",Sarjana,145,489,Olahraga,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Jasmani & Olahraga,"4,30",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Olahraga,Pelatih Olahraga,Fisioterapis,,Sangat Potensial,Saintek
35,17121040,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,40,213,Olahraga,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Olahraga & Pelatihan,"3,72",Sepi Peminat,Rp4.000.000,Rp9.000.000,Pelatih Olahraga,Guru Olahraga,Fisioterapis,,Sangat Potensial,Soshum
33,17121038,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,43,151,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Kesejahteraan Keluarga,"6,00",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru PKK,Konsultan Keluarga,,,Cukup Potensial,Saintek
3,17121003,PENDIDIKAN KIMIA,Sarjana,29,111,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Kimia & IPA,"2,99",Sepi Peminat,Rp4.000.000,Rp8.000.000,Guru Kimia,Analis Kimia,Peneliti Kimia,Profesi Laboratorium,Sangat Prospektif,Soshum
40,17121045,PENDIDIKAN LUAR BIASA,Sarjana,35,73,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Khusus,"3,92",Sepi Peminat,Rp4.000.000,Rp9.000.000,Guru SLB,Terapis Pendidikan Khusus,Konselor Anak Berkebutuhan Khusus,,Sangat Potensial,Soshum
39,17121044,PENDIDIKAN LUAR SEKOLAH,Sarjana,20,26,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Non-Formal,"3,28",Sepi Peminat,Rp3.500.000,Rp7.000.000,Tutor Lembaga Kursus,Pengembang Kurikulum Non-Formal,Pelatih Komunitas,,Sangat Potensial,Soshum
1,17121001,PENDIDIKAN MATEMATIKA,Sarjana,46,305,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Matematika & IPA,"5,57",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Matematika,Pengembang Kurikulum Sains,Asisten Peneliti,,Sangat Potensial,Saintek
46,17121051,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,28,268,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Sosial & Kewarganegaraan,"7,25",Sedang,Rp3.000.000,Rp5.500.000,Guru PPKn,Pengembang Materi Kewarganegaraan,,,Cukup Potensial,Soshum
48,17121053,PENDIDIKAN SEJARAH,Sarjana,28,224,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Sejarah & Sosial,"6,44",Sepi Peminat,Rp3.000.000,Rp5.500.000,Guru Sejarah,Pemandu Wisata Sejarah,,,Cukup Potensial,Soshum
62,17121067,"PENDIDIKAN SENI DRAMA,  TARI, DAN MUSIK",Sarjana,43,109,Sendratasik,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Seni & Kreativitas,"3,04",Sepi Peminat,Rp3.500.000,Rp9.000.000,Guru Seni,Art Director,Animator,Ilustrator,Sangat Prospektif,Soshum
63,17121068,PENDIDIKAN SENI RUPA,Sarjana,23,57,"Seni Rupa, Desain, dan Kriya",Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Seni & Kreativitas,"3,04",Sepi Peminat,Rp3.500.000,Rp9.000.000,Guru Seni,Art Director,Animator,Ilustrator,Sangat Prospektif,Soshum
14,17121014,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,22,32,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Teknik Sipil,"2,39",Sepi Peminat,Rp4.500.000,Rp10.000.000,Guru Teknik Sipil,Kontraktor,Drafter Teknik Sipil,Site Engineer,Sangat Prospektif,Soshum
10,17121010,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,35,71,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Teknik Elektro,"2,78",Sepi Peminat,Rp4.000.000,Rp12.000.000,Guru Teknik Elektro,Teknisi Listrik Industri,Konsultan Teknik Listrik,Manajer Proyek Kelistrikan,Sangat Prospektif,Soshum
16,17121016,PENDIDIKAN TEKNIK INFORMATIKA &amp; KOMPUTER,Sarjana,58,1013,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Teknologi Informasi,"7,97",Sedang,Rp4.000.000,Rp7.000.000,Guru TIK,Instruktur Pelatihan TI,,,Cukup Potensial,Soshum
12,17121012,PENDIDIKAN TEKNIK MESIN,Sarjana,22,58,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Teknik Mesin,"3,03",Sepi Peminat,Rp4.000.000,Rp11.000.000,Guru Teknik Mesin,Teknisi Mekanik,Desainer Teknik Mesin,Manajer Mekanik,Sangat Prospektif,Soshum
22,17121022,PENDIDIKAN TEKNOLOGI PERTANIAN,Sarjana,33,104,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Vokasi & Pertanian,"4,75",Sepi Peminat,Rp3.500.000,Rp6.000.000,Guru Pertanian,Konsultan Agribisnis,Petani,,Sangat Potensial,Soshum
26,17121026,PENDIDIKAN VOKASIONAL MEKATRONIKA,Sarjana,22,18,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Pendidikan Teknik Mekatronika,"2,12",Sepi Peminat,Rp4.500.000,Rp10.000.000,Teknisi Otomasi Industri,Dosen,R&D Engineer,,Sangat Potensial,Soshum
92,17122102,PROMOSI KESEHATAN,Sarjana Terapan,31,,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Kesehatan & Promosi Kesehatan,"2,59",Sepi Peminat,Rp4.000.000,Rp9.000.000,Penyuluh Kesehatan,Staf Dinas Kesehatan,Konsultan Kesehatan Masyarakat,,Sangat Potensial,Saintek
51,17121056,PSIKOLOGI,Sarjana,82,1191,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Psikologi & Sosial,"18,51",Ramai Peminat,Rp3.500.000,Rp6.500.000,Psikolog,Konselor,HRD,Peneliti Sosial,Sangat Prospektif,Saintek
76,17121094,REKAYASA ELEKTRO,Sarjana,22,23,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Teknik Elektro & Elektronika,"5,96",Sepi Peminat,Rp7.000.000,Rp12.000.000,Insinyur Listrik,Insinyul Eklektronika,Software Engineer,Desainer Sistem Otomasi,Sangat Prospektif,Saintek
80,17121099,SAINS AKTUARIA,Sarjana,29,,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Statistika & Data Science,"7,65",Sedang,Rp4.000.000,Rp7.000.000,Analis Data,Data Scientist,Statistik,Konsultan Riset,Sangat Prospektif,Soshum
79,17121097,SAINS INFORMASI GEOGRAFI,Sarjana,28,34,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Geografi & Sistem Informasi,"4,10",Sepi Peminat,Rp4.500.000,Rp12.000.000,GIS Analyst,Surveyor Geospasial,Konsultan Perencanaan Wilayah,Remote Sensing Specialist,Sangat Prospektif,Saintek
82,17121101,SAINS LINGKUNGAN,Sarjana,11,,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Ilmu Lingkungan & Sains,"3,47",Sepi Peminat,Rp4.500.000,Rp11.000.000,Konsultan Lingkungan,Analis Lingkungan,Peneliti Ekologi,,Sangat Potensial,Saintek
43,17121048,SASTRA INDONESIA,Sarjana,37,75,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Sastra Indonesia,"4,71",Sepi Peminat,Rp3.000.000,Rp5.500.000,Penulis,Guru Bahasa Indonesia,Penerjemah,,Sangat Potensial,Soshum
44,17121049,SASTRA INGGRIS,Sarjana,49,193,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Sastra Inggris,"7,40",Sedang,Rp3.500.000,Rp6.000.000,Penerjemah Inggris,Guru Bahasa Inggris,Penulis,Tour Guide,Sangat Prospektif,Soshum
65,17121070,SENI TARI,Sarjana,11,51,Tari,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Seni & Budaya,"1,75",Sepi Peminat,Rp3.500.000,Rp8.000.000,Seniman Profesional,Pengelola Kegiatan Budaya,Kurator Budaya,,Sangat Potensial,Soshum
50,17121055,SOSIOLOGI,Sarjana,28,102,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Sosiologi & Sosial,"4,45",Sepi Peminat,Rp3.500.000,Rp6.000.000,Peneliti Sosial  ,Konsultan LSM,Guru Sosiologi,,Sangat Potensial,Soshum
25,17121025,STATISTIKA,Sarjana,53,201,Tidak Ada,Kota Makassar,UNIVERSITAS NEGERI MAKASSAR,Sulawesi Selatan,,https://unm.ac.id/info-pmb/,Statistika & Data Science,"7,65",Sedang,Rp4.000.000,Rp7.000.000,Analis Data,Data Scientist,Statistik,Konsultan Riset,Sangat Prospektif,Soshum
